,0
733,CD .
734,NN NNP VBP RB NN IN NNP CC NN POS JJ NN NN VBD NN NN NN DT NN .
735,PRP VBD DT NN IN DT NNP NN NN WP NNP VBD NNP VBD VBN VBD TO CD CD NNP .
736,"NNS RB TO PRP$ VBD PRP RB VBD RP IN PRP$ NN CC NN PRP$ NN IN NN CC NN , CC PRP VBD RB JJ WRB JJ NNS PRP VBD CC JJS NNS WP VBD PRP VBD PRP VBD RB DT JJ NN IN VBG NN ."
737,"NNP NNP , NN IN NNP NNP NNP , VBD PRP VBD IN NN TO CD PRP$ WDT NN VBD RB JJ NN IN PRP$ ."
738,VBP PRP POS NN IN PRP .
739,"PRP VBP , IN PRP DT VBD , IN PRP VBD RB VB CC PRP POS NN CC RB NN ."
740,"EX VBZ DT NN NN , NN PRP VBD NNP ."
741,PRP VBD DT NN VBD IN VBG NNP NN MD VB JJ NN JJ .
742,VBP DT NN VBZ PRP RB RB JJ CC VBP RB VBG IN DT NN TO VB DT NN IN NN JJ NN VBZ RB VB .
743,PRP RB VBP IN NN VBZ VBG IN .
744,"PRP VBP RB VBN IN PRP IN PRP VBZ RB VBN DT NN , NN PRP VBD ."
745,RB RB VBD JJ NN IN NN .
746,"NNP , NN ."
747,"NNP NNP NNP NNP VBD PRP$ JJ NN IN JJR IN DT NN IN NNP , VBG DT NN IN DT JJ NNP NN NN IN CD CD TO DT CD NN NN , NNP VBD ."
748,"NNP NNP NNP , RB NN NN IN NNP NNP NN , VBD VBD VBD IN DT NN IN NNP NNP , IN NNP NN , NNP ."
749,", IN NN CC VBD NNS IN PRP VBD VBN NN IN DT NN ."
750,PRP VBD PRP$ JJ NN IN NN NNS CC DT NN IN PRP VBZ JJ NNS IN NN PRP$ NN IN NN NN NN IN CD .
751,"NNP POS NN , NNP NN , VBD DT JJ NN POS NN VBD PRP$ NN , NNP , DT NN NN , PRP$ NN , NNP NNP , CC NN ."
752,PRP VBD DT JJ JJ NN IN DT NN NN VBZ VBN NN IN DT NN IN CD IN NN POS NNS .
753,PRP VBD DT NNS IN DT NN IN NNP POS NN CC DT NN .
754,PRP VBD DT NN WP VBD VBN RB NNP NN NN .
755,"NNP IN NNP NN , NNP VBD DT NN IN NNP NN , DT NN JJ NN IN NNP CD NN , CC NNP NN POS NN ."
756,"IN NNP CD , NNP VBD CD NN , DT NNP NNP NN , WP VBD IN NNP NNP NNP , DT NN NN , TO VB PRP$ NN ."
757,"NNP NNP , NNP , $ CD CD NN NN : NNP POS ."
758,NNP NNP NNP NNP POS NNPS NN : NN NN IN IN NN .
759,"NN : NNP JJ NN : VBP NN : NN NN NN : NN VBN NN NN : NN : NNP JJ NN , NN NN NNP NNP NN NN IN NNP NNP ."
760,"NNP NNP NNP , NNP VBD DT NN NN NNP NNP NNP NN NNP NN IN NNP TO CD NNS IN NN IN NNP NNP NNP NN IN NNP IN PRP$ NN IN DT NNP NNS ."
761,"NNP , IN NNP , NNP , VBD DT NN IN NN IN DT NN IN PRP$ NN IN NNP NNP NN ."
762,"VBP DT NN MD VB IN , VBP DT NN NN IN NN IN VBG VBP IN IN NN NNS ."
763,"NNP POS NN NNP PRP MD VB IN DT NN POS NN , NNS IN PRP$ NN MD VB VBN VBN RB IN PRP VBD RB VBN DT NN IN NN NN ."
764,DT NNP NN VBZ DT NN IN DT JJ NN IN DT NN IN NN .
765,NNP POS NN NN VBZ VBN DT JJ NN IN NNP NN NN NN IN NNP IN DT CD .
766,"NNP NN VBD DT NN NN NN , NN IN JJR IN CD NNS , RB NN NN NN NN VBD DT NN ."
767,VBP PRP VBD RP DT NN NN CC VBD PRP IN NNP .
768,"NNP VBD NN , WP RB VBD RP NN IN NN POS NN NN NN IN NN DT NNS IN DT NNS NN CC VBP DT NN NN IN NNS IN NN IN DT NN ."
769,"JJ TO CD NN IN NNS RB CC VB DT JJ CC JJ NN , NNP NN NN NNS PRP$ NNS TO VB IN CD ."
770,PRP VBD VBN DT NN NN NN CC VBD PRP VBD VBN IN DT NN POS NN .
771,"NN CC NNP NN NN VBZ JJ IN NNP CC NNP POS NN NN VBD VBN IN NN NN IN NN NNS VBD PRP VBD JJ TO VB PRP$ NN NNS , VBD , NN CC NN IN PRP$ NN ."
772,NNP NNP NNP NNP VBD IN DT NN PRP NN VBD DT NN CC NN IN CD IN DT NN IN JJ NN CC JJS NN IN NN NN JJ NN .
773,"VBP PRP VBZ JJ NN PRP VBD IN NNS , VBP DT NN JJ NNS VBD IN DT NN ."
774,"NN , NN IN DT NN JJ NN CC VBD PRP$ NN NNP NN NN , VBD DT NN IN NN IN NNP VBD JJR IN DT NN NN IN DT NN CC VBG DT NN POS NN ."
775,"CC IN NN VBD IN TO CD VBN RB , PRP VBD TO NNS CC CD IN DT RB NN NN NN IN DT NN ."
776,"VBP DT DT NNP NNP NNP VBD NN CC DT NNS NN TO VB DT JJ NN , VBD PRP VBD , IN DT NN NN TO PRP$ NN TO NNP IN CD ."
777,VBD DT VBZ DT NN .
778,"VBP PRP$ NN , NNP NN , VBD NNS IN DT NN IN DT NNS VBD RB VBN WRB DT JJ NN MD VB NN IN NNS VBD RP IN DT NNP NNS ."
779,"NNP VBD NN VBD RB IN NN CC VBD PRP$ NN TO VBG PRP$ NNP JJ NNP NNS POS NNP NNP NNP NNP NNP NN , WDT VBD PRP$ NN IN DT JJ NN NN IN NNP POS NNP NN ."
780,"IN DT JJ NN , DT NN VBD VBZ IN NNS IN DT NN POS NN NN NN NN NNP NNP NNP JJ NN CD CD CD NN , VBD IN CD TO CD NN CC NN NN IN CD ."
781,"DT NN VBD NN POS NN WDT NN POS NN IN NN , WRB PRP VBD JJ IN NNP JJ NN IN DT NN IN NNP NNS , VBD JJ ."
782,NNP VBD RB VBN IN VBZ DT NN IN NN NN .
783,PRP MD RB VB JJ IN IN CD CC DT JJ NNS .
784,DT NN VBD IN DT CD NNS PRP VBZ VBN IN NN IN PRP$ CD MD VB NN IN PRP$ NN NN .
785,NNP NNP NN VBZ CD NN MD VB VB RB NN .
786,NNP NNS VBD DT JJ NN NN VBD IN NNP PRP VBN -NONE- TO VB DT NN NN NN MD VB VBN NN RB RB .
787,"RB VBD PRP VBP NNS TO NNS CC PRP VBP VBG DT NN CC DT NN VBZ JJ TO VB DT NN , NNP VBD NNP NN NN ."
788,"VBP PRP MD VB RB IN PRP VBP , NN PRP VBD NNS IN CD DT NN NN IN NN IN NN VBD TO VB IN DT NN ."
789,NN VBZ NN IN DT NN IN NNP NNP .
790,PRP$ NN JJR NN IN JJS CD NNS .
791,RB VBP NN IN CD JJ : NN NN .
792,"NNP RB NNP NN NNS VBP RB JJ CD NN NNS NN IN CD DT VBG JJ NN IN JJ NN , DT NN NN NN VBD IN NNP ."
793,"NN NNS RB VBZ CD JJ NNS VBD IN VBG NN TO DT NN NN NNS , DT NN VBD ."
794,"DT NN , WDT VBD RB VB WRB DT NN NNS VBD DT JJ , VBD DT CD JJ NNS VBP NNS IN DT NN IN DT JJ JJ NN NN NNP NNP ."
795,"DT JJ NN VBD VBN IN NNP CD IN DT NN NN IN PRP$ NN IN DT JJ NNP NN IN CD , NNS IN PRP VBD -NONE- JJ JJ NNP NN CD NN IN NN ."
796,"DT VBN CD NN CC JJR IN JJ NNS VBP VBN VBN IN NN POS NN RB NN NNS IN DT CD NN NNS IN JJ CD , WRB DT NNS VBD DT JJ NN IN WDT NNP NN VBD DT NN NN ."
797,VBP NNP NNP NN RB VBP CD NN .
798,NNP VBP DT VBG NN VBZ JJ JJ NN NN NN IN NN NNS IN JJ NNP NNS CD CD .
799,DT NNS VBP VBP VBP VBG TO DT NNP NNPS NNP NN .
800,NNP VBP RB RB VBD IN CD NN : VBD VBD IN NNP : CD NN IN NNP : CD NN IN NN NN NN IN RB CD NN IN NN NN NN IN NNP NNP VBD IN CD NN NN IN CD CD NN IN NN NN NN NN NN NN IN CD NN NN NN NN IN NN CD NN IN NN NN NN NN NN IN NN NN NN IN NN NN NN IN NN NN NN IN CD NN NN IN NNP : NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD CD IN NN IN NNS .
801,NNP NNP NN IN NNP CD NN .
802,"NNP NNP NNP NN NN : NN RB RB VBD VB NN IN NNS IN CD CD NNS , WDT VBD IN DT NNS IN DT VBN NN , PRP RB VBP DT JJ NN IN DT JJ NN ."
803,NNP NNP JJ NN VBP NN NN IN NNS .
804,"NNP NNP VBP NN : NNP NN NN NN NN CD NN NNPS NN CD CD NNP NNP : JJ NN , NNP CD NN NN NN NNP NN CD NN NN NN NNP NNP POS NN NNS NNP TO NNP ."
805,NNP NNP NNP NN NN VBD VBD TO VB DT NN IN NN IN DT NN NN NN JJ NN .
806,RB NN VBZ VBG TO NNP RB .
807,"CD NN IN DT CD NN , WRB VBD VBD TO VB VBN VBN IN DT NNP NNP NNP NNP NN , VBP VBN VBN TO DT JJ NN NN IN NNP IN NNP NNP ."
808,"PRP VBP VBN VBN TO VB IN PRP DT NN PRP VBP WRB NNS VBP NN IN DT CD NN IN NNP NNP NN IN NNP CD , JJ NN ."
809,PRP VBP : RB NN NN NNS .
810,RB VBP DT JJ NN VBP VBN PRP NN PRP$ NN IN PRP .
811,"PRP MD VB RB IN DT NN , NNP VBD NNP NNP , CD IN DT CD WP VBP VBN VBN TO NNP ."
812,NNP VBD DT NN NN NN TO VB DT JJ NN NN NN CC VBD NN TO NN NN IN DT CD NN IN DT JJ CD .
813,NNP NNP VBZ NNP VBZ VBN TO VB NN .
814,NNP NNP NNP VBD IN NNP PRP VBD VBN NN IN DT NN NN IN PRP$ NNS MD VB DT JJS NN IN NN .
815,NNP NNP NNP NNP NNP VBD NNP NNP NNP NNP NN VBD VBN NNS IN JJ CD NNS IN DT NN TO NNP CC VB DT NN NN IN NN VBD RB NN .
816,"VBP DT NN NN VBD IN DT NN VBZ IN NN CC PRP MD VB TO PRP , RB NN VBD NNP IN NNS IN NN TO CD , WP VBD VBD DT NNS IN DT NN NN TO NNP ."
817,PRP VBD TO VB IN NNP .
818,NN VBZ DT JJ NN IN NNP POS JJ NNP .
819,"NNP VBD PRP VBD CD CD NN JJ NNS CC DT NN NN NN , WP -NONE- NNP NNP NNP NNP NNP POS NN IN NNP MD VB DT JJ NN IN DT NN IN DT NN IN NN CC NN IN NNP NNP NNP NN ."
820,"VBP DT NN NN TO NNP NNP NN VBZ DT RBR DT NN , NN PRP VBD NNP NNP , WP VBD VBN VBN TO NNP IN NNP NNP NNP NNP NN IN PRP$ JJ NN TO VB DT NN TO NNP POS JJ NN IN DT NN NN ."
821,NNP VBD DT NN IN DT JJ NN TO VB NN VBD VBN DT NNP NNP IN DT NNP NNP CC RB NNP POS NN .
822,"DT NNS VBD VBN JJ IN NN POS NN IN NNP IN NN VBP NN POS NN NN NNP NNP MD , IN PRP$ NN TO NNP , NNP NNP NN , DT NN VBD JJ IN NN , PRP VBD ."
823,"NNP NN VBZ VBZ DT NNS VBP IN NNP , NNP ."
824,NNP NNP NNP NNP VBD IN NNP IN PRP$ NN TO DT JJ JJ NN NN NN VBD RB JJ JJ NN NNS TO -NONE- IN DT NNS NN IN NN NN CC NNP .
825,NNP NNP NNP NNP VBD VBD IN DT NN NN IN NN POS NN TO VB NN IN DT NN IN NNP MD VB TO DT NNS NN IN NN CC NNP .
826,"VBD PRP VBP RB VB DT NN IN NN VBZ RB VBG IN DT NNS NN , VBP PRP VBD ."
827,"VBD PRP$ RB VBG DT JJ NN VBZ RB VB PRP VBP VBG IN IN DT JJ NN IN NN , RB JJ ."
828,"NNP NNP , IN IN NNP , NNP , NNP CC DT NNP NNS , VBZ DT VBN JJ NN ."
829,RB VBD RP DT JJ NN IN NNP CC VBZ PRP VBZ RB VBN DT NN .
830,NNS VBP DT NN CC NN MD RB VB JJ NN .
831,NNP VBD PRP VBD RB VB NN POS NN IN DT NNP NN NN NNP NN NN NN TO NN JJ NNS IN JJ NNS .
832,VBP PRP VBP RB VB PRP$ NN PRP$ JJ NNS IN DT NN .
833,"DT NN VBZ RB VBN NN , NNP PRP VBD ."
834,"NNP VBD NN MD VB PRP$ NN IN DT NN , RB DT NN NN IN PRP$ NN IN NN , VBD NN ."
835,"VBD WP NNP MD VB IN DT NN VBD VB TO DT NNP NNPS NNP NN , NNP VBD : VBD IN NN PRP MD VB WRB PRP VBP TO PRP ."
836,"NN IN DT NN NN VBD IN DT NN NN , NNP NNP NNP POS NN TO DT NN , IN NN IN DT NN IN NNP IN NNP ."
837,"VBD PRP VBZ DT JJ NN IN DT JJ NN NNS VBP DT NN IN VBG RP PRP$ JJ NN , VBD DT NN VBD ."
838,NNP VBD NN VBD JJ NN NNS IN VBD PRP JJ IN NNP NNP TO VB DT NN .
839,"VBD PRP$ NN NNS VBP PRP TO VB PRP$ JJ NN , NNP PRP VBD , VBD IN NN VBD NNS NN IN RB VBG RP DT JJ NNS IN DT NN POS NNP NN NN IN NN ."
840,PRP VBD : VBD PRP VBP VBG NNS IN PRP$ NN RB JJ IN JJ NN NNS VBP TO VB IN PRP$ JJ NN IN PRP$ NN NN .
841,NNP NNP VBZ NN IN PRP$ NN MD VB NNS .
842,RB VBD DT JJ NN VBD PRP$ NN POS NN NN IN NNP IN DT JJ NN IN DT JJ NN IN NNP NN IN NNP NN .
843,"VBP PRP VBP VBN NN NNS IN JJ NN VBZ VBN JJ NN TO DT NN IN DT CD NN IN NNP NNP , NNP NN IN NN IN NNP CC NNP NNP NNP NNP NNP , VBD NNS ."
844,NNP NN VBD IN CD NN IN MD CD IN NN IN CD NNS IN NN IN NNP .
845,"PRP$ NN NN NN NNS , CC PRP$ NN VBD IN PRP VBD CD ."
846,DT NN NN VBD PRP MD VB VBN NN .
847,CC NN NNS VBD DT NN VBD NN CC VBD IN NN IN NN IN DT NN NN IN PRP$ NN IN PRP VBD DT NN NN .
848,"NNP , WP VBP IN NN IN NNP IN NNP NN , VBD NNP NNP NNP TO NNP NNP IN DT NN ."
849,"VBP DT VBZ CD IN DT NNS IN PRP$ NN RB : DT VBZ DT JJ NN IN PRP$ NN NN , VBD NN , WP VBZ JJ TO NN IN NN IN NNS ."
850,NNP VBD DT NN VBD VBN NNS IN DT CD NN .
851,PRP VBD DT NN POS NN VBD VBN VBN IN DT NNP IN CD .
852,NNP VBD PRP VBD VBN RP DT NN IN DT NN PRP VBD VBD IN NN NNS IN NN .
853,PRP VBD DT NNP NN VBD VBN PRP PRP VBD VBG DT NN RB .
854,"VBP DT JJ NN VBZ DT NN NN CC DT RB NN , NN PRP VBD ."
855,NNP VBD DT JJ NN VBD DT NN TO DT VBN NN IN PRP$ NN IN NN NN IN CD NNS .
856,NNP POS JJ NN NN VBZ VBN CD CD NNS IN NN IN NNP POS CD .
857,"NNP , DT NN IN CD NNS , VBD DT JJ NN IN DT NNP NN ."
858,RB NN NNS NNS TO VB CD NNS .
859,"NNP , NNP NNP NN POS NN NN NNP CD NN VBD NN IN IN NNP IN CD TO CD NN NNS IN JJ NN CC NN NN ."
860,"VBP PRP VBZ IN IN IN DT NN EX VBZ VBG TO VB DT VBN NN TO VB DT NNS , NNP NN NN VBD NNS IN DT NNP NN NN ."
861,"DT JJ NNS JJ NN MD VB DT JJ IN CD IN DT NN , NNS IN JJ NN IN JJ NN IN CD ."
862,"NN VBZ RB VBN NN IN NN NN IN DT NNP , DT NN NN VBZ RB VBN ."
863,NNP VBD EX MD VB DT NN IN DT NN IN NNS VBP DT NN NNP TO VB NN IN DT NN .
864,"VBD PRP VBP IN DT NNS WP VBP IN IN DT NN , EX VBZ DT VBG NN IN JJ NN , NNP NN VBD ."
865,NN CC NNS VBP VBN CD IN PRP$ CD NN IN DT JJ NN IN NN IN NN IN NNP IN NN .
866,"NNP NNP NNP NNP NN POS NN NN VBZ DT NNS MD VB VB NN CC JJ NN IN NN CC NN , WRB JJR IN CD NNS VBP VBN IN NN NN IN CD ."
867,IN DT NN NN NNS VBP JJ JJ NNP POS NN IN DT NN .
868,"RB VBP NNS NN RP IN NNS IN NN , NNS ."
869,"RB RB VBP NNS VBD RB IN RB JJR NN IN NN CC NN NNS VBD VBD NN IN DT JJ CC JJ NNS , NNS VBD ."
870,DT NNP NN NNP NNP NNP NNP NNP NN NN VBD CD NNS CC NNP NN TO NN IN DT NN IN CD CD NN .
871,"IN DT NN JJ NNS VBN CD VBD JJR , CD VBD JJR CC CD CD JJ ."
872,". NNP NNP VBD NNP VBD TO NNP , NNP NNP NNP CD TO NNP CC NNP NN NN NN TO NN ."
873,NNS VBD DT NNS VBD JJ NNS TO CD RP IN NN IN IN JJ NN CC NN RB IN NNP NNP .
874,RB RB VBP NN NN VBD IN NN NNP NN .
875,NNP NNP VBP DT NNP NNP IN NNP NNP NNP NNP VBD IN NNP IN PRP VBD DT NN NNP NNP VBD NN NN VBD IN NNS TO VB VBN IN DT NN NN .
876,"NN IN DT NNP NN , NNP , VBD PRP VBD NNP IN CD NN IN DT NN ."
877,PRP VBD VBG VBD IN DT JJ NN NN IN DT NN MD VB VBN IN JJ .
878,PRP VBD PRP VBD RB VBG NN IN IN NN NN VBD TO VB DT CD NN IN DT NN IN DT NN IN JJ NNS TO JJ NN NN .
879,NNP VBD IN DT NN NNP VBD VBD DT NN IN JJ NNS MD VB TO VB NN NN IN NNS CC VBG DT NN .
880,"CC IN DT JJ NN , DT NN VBD IN DT JJR NN TO VB PRP IN DT NN IN NN , PRP VBD IN NN TO DT NN ."
881,": JJ NN NN , NN NN CD CD CD JJ NNP NN NN : NN ."
882,RB VBP DT NNP NNP IN NNP NNP NNP NNP VBD IN NNP IN DT JJ NN NN IN CD NN IN CD JJ NN NN NN NN VBD NN VBN DT NN NN IN NN .
883,"VBP DT JJ NN NN IN IN CD NN IN NN VBZ DT JJ NN IN NN VBD DT VBN JJ NN NN CC DT NNS IN NNS CC NNS , RB NN VBD IN DT NN TO NN NNS IN NNP NN ."
884,NNP VBD DT JJ NN NN IN CD NN VBN IN IN DT NN NN JJ NN IN NNS CC DT NN NN NN IN NNS NN IN DT NN IN NN NNS MD VB TO DT NN IN DT NN NN TO IN CD NN IN DT JJ CD NNS .
885,: NNP NN NNP NNP NN NN NN NN TO NN POS NNP .
886,"NNP NNP NNP NN , JJ IN DT NN IN DT NN , VBD DT NN NN NN IN CD IN CD NN CC NN TO NNS IN NNP , VBG NNS IN PRP$ JJ NN : VBP DT NN MD VB IN PRP VBP PRP ."
887,"NN IN DT NN VBD VBD IN PRP$ CC RB NN PRP IN DT NN NN , DT NN IN NN NN NN PRP VBZ RB JJ NN POS NN ."
888,"VBD PRP VBZ PRP NNP JJ CC NN TO VB CC NN IN DT NNP CC NN , NNP PRP VBD ."
889,VBP DT NN VBP RB VB PRP$ NN CC NN .
890,PRP VBP PRP$ NN CC NN .
891,VBP DT NN JJ NN NN VBD IN NN NN IN NNP NNP IN DT NN NN NN IN NNP IN NNP NNP NNP .
892,"CC DT NN NN VBD RB NN , WP VBZ VBZ JJ NNP , VBD NN CC IN JJ NN ."
893,"DT NN NNP RB VBD RB IN NN IN DT NN IN NNP NN , CC VBD TO VB DT NN IN NNS IN DT NN ."
894,"WRB IN NNS PRP VBD VBN PRP VBD VBN DT NN NN NN , PRP VBD NN : NN PRP VBP NN ."
895,"VBD DT NN NNP , NN JJR IN CD NNP CC NNP VBD IN PRP$ VBG DT NN NN , CC NN IN NN , DT NN POS JJS NNP NN ."
896,PRP$ NN VBD TO VB IN CD WRB PRP VBD VBN IN DT NN NN .
897,"DT NN JJ , DT NN VBD PRP VBD JJ IN IN JJ IN PRP$ NN IN NN NN ."
898,RBR IN CD CD NN IN IN IN DT NN TO VB DT NN .
899,"PRP MD RB VB , RB VBD PRP TO NNS IN ."
900,PRP VBD .
901,"IN CD , NNP NNP VBD VBN IN DT NNP NN IN NNP NNP CC NNP NN ."
902,"IN CD , PRP VBD IN NN CC JJR CD NN ."
903,"IN NNP DT JJ NN , IN IN JJ NN TO VB RP DT NN , PRP VBD NN , NNS IN PRP$ NN CC NN NNS ."
904,JJ NNP PRP VBD PRP VBN NN NN .
905,"CC PRP VBG NN , NN CC JJS NN VBZ RB VBN PRP$ NN IN DT NN TO VB IN DT NNP CC NNP ."
906,"NNP NNP VBD NNP NNP NN NN TO CD NNS IN CD , IN WP VBD RB CD , IN NNP NNP , NN ."
907,PRP VBD DT NN NN CC VBD RB VBN NN IN DT NN PRP VBD CD .
908,"IN DT NN IN VBG PRP VBD DT NN NN , VBD TO NN IN DT NN POS NNP NNS ."
909,PRP VBD VBN TO CD NN IN NN CC IN EX TO CD TO VB PRP$ NN CC JJ NN IN DT NN NN IN NN .
910,"PRP VBD PRP$ NN NN TO NN IN DT NNP VBD IN NNP , NNP ."
911,"VBP DT NN VBD RB JJ , NNP PRP VBD CD NN ."
912,VBD PRP VBD TO VB DT NN CC VB DT NN IN CD IN PRP .
913,PRP VBD DT NN .
914,PRP VBD WRB PRP VBP .
915,VBP DT NN CC DT NN JJ IN NN NNS CC IN CD NN IN DT NN IN JJ NN PRP VBD PRP$ JJ NN NN NN IN NNP NNP .
916,"PRP VBD DT NN IN CD , IN NNP POS NNP NN IN DT NN NN ."
917,IN NN PRP VBD RB VBN NN .
918,RB VBD VBD IN PRP$ JJ NN IN DT NN IN DT NN JJ NN IN NN IN PRP VBD DT JJ NN VBD NNS IN DT NN NN .
919,"VBD NNP NNP NN NN NNP NN NNP NNP , PRP VBD DT JJ IN DT NN IN CD NNS IN NN , JJ NNS , VBG RB VBP DT NN ."
920,"PRP$ NN IN NN , DT JJ NN NN NN PRP VBD IN NN , RB VBZ IN CD NNS IN NN NNS CC DT NN IN NN CC RB ."
921,IN CD DT JJ NN NN VBD DT NN IN NNP VBD DT NN IN NN NN CC NN NN .
922,NNP IN DT NN VBD TO PRP$ NN .
923,NNP NNP : NN NNS NN NN NN .
924,"RB NNP NNP NNP NNP NNP NNP NN POS NNP NNP NNP VBD JJR IN VBN CD NNS IN NNP , CC VBP IN DT NN NN NN NN NN NN MD VB VB NNS IN IN JJS CD NN IN NN ."
925,"VBP IN DT JJ NN , DT JJ JJ NN VBZ VBN IN JJ NNS JJ TO DT NN NN NN POS NN NN , POS NNP NN NNP VBD IN DT NN NN PRP$ NNS IN DT NN TO NNP CD , CD ."
926,PRP VBD CD NN NNS CC JJ NNS IN NN IN PRP$ NN IN NN NN IN DT NNP NNS MD RB VB VB NNS IN DT NN NN .
927,"VBD DT NN NN NN IN IN JJS CD NN IN DT JJ NN RB VBZ RB NNP , NNP NN NNP VBD ."
928,"DT NN NNS IN DT VBG NN NN NNS CC JJS NNS , WP VBD VBN IN DT JJR IN VBN NN IN CD ."
929,NN VBD VBD JJ NN IN DT NN VBD CD NN TO VB NNP CD CD $ CD CD NN CC NNS IN NN VBD TO CD NNS IN CD NNS .
930,NNS VBD IN JJ VBN DT JJ NN IN CD CD CD .
931,"VBP DT NN RB -NONE- VBD JJ , CC DT NN IN DT JJ NN VBD JJ , NNP JJ NNP NNP NN NNP NNP VBD ."
932,NNP NNP VBD JJ NN IN NNP NN CC JJ NNS VBD VBN IN JJR NNS IN NNP NNP POS NN CC NN NNS CC JJ JJ NNS IN PRP$ JJ NN NN NNS .
933,JJR NN NNS VBP NNS RB .
934,"NN IN DT NN , JJR NN NNS VBD NNS IN IN VBP CD CD , VBP PRP VBD ."
935,"NNP NNP VBD JJ NN NN NNS VBD CD NN IN DT NN , IN JJR NN NNS IN DT NNP CC DT NNS CC JJR NN NN VBN VBN NN NNS ."
936,NN NN IN DT NNS VBD CD NN .
937,NNS VBD RB JJR NNS IN NNP NNP POS NN NN NN CC PRP$ NNP NNS VBD VBN DT JJ NN IN DT NNS IN NN .
938,NNP NNP VBD NN NNS IN PRP$ NNS CC NNP NN VBD VBN IN JJR NN NNS CC JJR NNS IN DT NNP NN NN .
939,NN VBD RB JJR NNS IN DT JJ NN IN PRP$ NN NN NN JJR IN CD JJ NNS IN PRP$ NNP NN .
940,"PRP VBD DT NN IN DT JJ NN NN VBD VBN DT JJ NNS , CC JJ NN IN DT NNP NNP NN IN NN VBD RB VBN ."
941,DT JJ NN NN VBD JJ NNP WRB CD NN VBD IN .
942,"CC PRP VBD DT JJ NN NN IN NN IN VBD DT NN IN DT NN , IN DT NNS VBG VBG NN MD RB VB DT NN ."
943,"NN IN PRP VBP VBG IN JJS CD NN , RB PRP$ JJ NNS VBP RB VBG NNS CC CD NN , NNP VBD CD NNP NNP NN WP VBD TO VB VBN ."
944,NNP NNP POS NNS VBD IN CD NNS IN NN NN IN NNP NN NNP NN NN NN IN DT JJ NN .
945,NNP NN CD RB JJ NN NN : NNP NN NN NN NN NN : NN NNS TO VB NNP NNPS : NN .
946,"RB VBP DT NNP NN POS NNS TO VB PRP$ NN NN MD VB DT JJ NN TO NNP NNP , DT NNP NNP IN NNP NNP NNP NNP VBD IN PRP$ JJ NN ."
947,"VBP DT NN POS VBD NNS TO VB DT NN , IN NN , MD VB DT JJ NN TO VB NNP NNS , VBD DT NN VBD ."
948,"DT NN VBD EX VBD NNS JJ NN MD VB NN NN , CC NN VBD NN ."
949,"IN PRP$ NN NN VBD IN NNP , DT NNP VBD NN VBD DT JJ NN NN IN NNP CD CD , CC VBD TO VB DT JJ NN NN TO NN IN NN ."
950,DT NN NN VBD RB NN NN IN NN .
951,": NNP NN NNP NNP NN NNP CC NN NNS TO NN IN NNP JJ NNS NN VBP NN RB NN IN VBG NN , VBG NN NNS IN JJ NN RB IN DT JJ NN , VBD PRP VBD ."
952,"RB RBR RB , DT JJ NNS IN JJ NN VBP RB JJ , IN JJR NN NN TO VB JJ NN IN CD NN CC VBG JJ JJ NN NNS , VBP DT NN VBD ."
953,NNP NNP NNS VBP VBN NN NN NNS .
954,NNP NNP NNP IN NNP NNP VBD IN NNP PRP VBD VBG PRP$ VBN NN NN NNS .
955,DT NNS VBP : JJ NN JJ NN VBZ NNP NN NNS NNP VBP CD NN NNS NN VBD CD NN NNS NN NN CD NN NNS NNP NNP NNP VBD PRP VBD VBG TO JJR JJ NNS .
956,VBN NN CC NN NN NNS NNS VBD VBN JJ IN PRP VBD IN NN .
957,: JJ NN JJ RB NNP NNP NNP NN NN VBD IN CD NN IN CD CD CD .
958,"NNP NNP NNP NNP NNP VBD IN NNP IN DT NN NN NN NN NN NN IN PRP$ NN IN NNP CD , CD VBZ VBN VBN IN $ CD CD , DT NN IN JJ NN IN PRP$ $ CD CD NN DT NN JJR ."
959,DT NN VBD DT NN VBD DT NN IN NN TO DT NN TO VB JJ NN IN PRP$ NN NN CC DT NN IN DT VBN NN IN DT NN .
960,PRP VBD DT NN VBD JJ IN DT NN VBN IN JJ NN NNS CC VBD DT NN POS JJ NNS IN NN NN CC NN NN .
961,DT NN VBD NN TO VB DT NN NNS IN DT NNP IN NNP .
962,: JJ NN JJ RB NNP NNP NNP NN NN IN JJ NN NN .
963,"NNP NNP VBZ VBD DT NN IN DT NN WP VBP IN DT JJ NN NN IN NN IN VBD NN IN NNP NNP NNS , NNS VBD IN NNP ."
964,"NNP NNP , CD , IN CD , VBD DT JJ NN NN IN CD NN IN DT JJ NN IN DT NN IN NNP NN ."
965,PRP VBD VBN IN NN NNS TO RB VB IN NNP .
966,"VBD PRP VBP VBN DT JJ NN IN PRP CC PRP VB RB JJ PRP MD VB PRP RB , NNP NNP NN , NN NN NN IN DT NNP NNP , NNP NNP ."
967,"NNP , JJ IN NNP CD CC NNS IN NNP NN , VBD DT NN NN IN PRP$ NN NN CC VBD IN DT NN POS NN NN VBD CD NN IN DT NN VBN IN CD NNS , NNP VBD ."
968,DT NNP NN VBD VBN DT NN CC VBD VBN DT JJ NNS NN TO VB JJR NN .
969,"EX VBP CD NN , VBG CD NN , IN DT NN , JJS JJ NN IN NNS NNS ."
